image_id,ground_truth_labels,finetuned_labels,finetuned_scores,pretrained_labels,pretrained_scores
1104032617,[2],"[ 2 15 22 22  9 21  5  1 21  2 11  2 26 12 14  7 10 22 10  5 10 25 26 26
 26 26 19 10 11 21 19 22 22  2  5 26  1  8  5  7 10 21 26  5 23  9  2 26
  2 13 12 22  6 22  5  4  7  0 11  9 15 13  8 19 15 23 15  2  1 17 19 21
 26 22  3 22  1 24  9  2 25 19  1 15]","[0.31698233 0.25308877 0.23183143 0.22411832 0.22184765 0.21460024
 0.19997814 0.19578373 0.18968862 0.18948796 0.18748717 0.18412527
 0.16838586 0.16343647 0.1432615  0.1361257  0.12785593 0.11822646
 0.11660173 0.1150203  0.10606404 0.10450482 0.10443154 0.10295388
 0.10149496 0.09459877 0.09428235 0.09377805 0.093472   0.08791471
 0.08639039 0.08617175 0.08526916 0.08516084 0.08415474 0.08249107
 0.08087976 0.08082751 0.07509734 0.07240554 0.07197367 0.07132068
 0.07036686 0.07002239 0.06940979 0.06893609 0.06820749 0.06810273
 0.06767568 0.06695297 0.06675298 0.06623501 0.06619148 0.06508704
 0.06405178 0.06346099 0.06329732 0.06267858 0.06267377 0.0612073
 0.06110416 0.06084945 0.06054969 0.05989904 0.05859284 0.05838045
 0.05753991 0.05751112 0.05748611 0.05686146 0.05663881 0.05662418
 0.05608038 0.05524833 0.0552158  0.05519959 0.05439938 0.05207624
 0.05192453 0.05189601 0.05161613 0.05155292 0.05098595 0.05097226]","[77 85 74 89 14  5 17  3 51 87 37 77 55 81 81 73 80 21 72 53 41 84 18  7
 74 76 44 75 87 33 51 84 33 75 90 74 34 79 16 44 14 77 88  4 31 60 50  6
 20 19 17 78 77 67 36 49 90]","[0.4497921  0.40601787 0.4024625  0.26258716 0.25585556 0.21599896
 0.14140218 0.13283718 0.1283761  0.12119962 0.12072321 0.11956367
 0.1170035  0.11623127 0.11522132 0.10827387 0.10077    0.09726097
 0.09715489 0.0941434  0.09403287 0.08997693 0.08637807 0.08231872
 0.08015436 0.07947147 0.07919861 0.07590177 0.07580522 0.07507673
 0.07441809 0.07405841 0.07350807 0.07158136 0.06839748 0.06592468
 0.0657827  0.06536718 0.06498407 0.06275483 0.06139551 0.06133853
 0.05800221 0.0575032  0.05691247 0.05643658 0.05580976 0.05486391
 0.05363302 0.05344518 0.05328967 0.0529139  0.05268723 0.05261645
 0.05136861 0.05097847 0.05011293]"
1104571508,[1],"[ 1  1  2  1  5 22 11 22 21  7 10 21  2  1  3  1  8 16  1 11  2  6  1  1
 15 19  5 24 22 25 10  1 20  9  9  1 11  1  1 26  1  1 27  2 17  1  1  2
 10 13 14 26  1 25 13 18  6  1  1  5  9  2  4  1 11  1  1  1  1  1 14 21
 10  1 22]","[0.8336831  0.63648146 0.32075334 0.294238   0.2529142  0.21587402
 0.19820389 0.1836341  0.17475408 0.16265874 0.15120544 0.14531049
 0.1408236  0.13686018 0.13543299 0.11521457 0.11317182 0.1097144
 0.10901292 0.10787749 0.10596012 0.10559008 0.10488281 0.10446249
 0.10301381 0.10224871 0.09774725 0.09586336 0.09285238 0.09013925
 0.08976796 0.08888667 0.0878209  0.08336843 0.08239798 0.08233753
 0.07828271 0.07734108 0.07401568 0.07301044 0.07247027 0.06975381
 0.06867691 0.0683876  0.06783837 0.06640848 0.06551123 0.06513005
 0.06465311 0.06456096 0.06303917 0.06196811 0.06084568 0.06081169
 0.06037227 0.05966995 0.05932936 0.05823237 0.0573779  0.057275
 0.05575614 0.05488585 0.05464915 0.05384996 0.05364301 0.05344308
 0.05314697 0.05267749 0.05259218 0.05208911 0.05153439 0.05075069
 0.05060964 0.05049157 0.05048584]","[ 1  1 72 72  1  1 28 78 62  1 72 82 62 62 79 37  1 62 28  3  1 62  1 73
 28 28 62 15  1 31  3 28  8  7 62 37 62  1  1 37 37  1 38 37  1 63 44 51
 62 84  6 39  1 62 72  1 72 28  2 55 37  1 62  1 67 31 28 27  1 67 72  1
  1  1  9 43 31  1 31 72 72 62 84  1 62 40  1 28  1 62  1 31  3 62  3 41
 27 73 67  1  1 27  1 15 64 84  9 39  9  1  9 67  9  1 62 31  3 27 15  1
 28 77 27 31]","[0.7912763  0.77037394 0.6715816  0.41628182 0.29810005 0.24227312
 0.24191333 0.21479213 0.18709083 0.17416565 0.1715055  0.16508006
 0.15692274 0.15583384 0.15372665 0.14906725 0.14349194 0.14321356
 0.14302826 0.14205414 0.14199883 0.14084767 0.13958654 0.13686335
 0.13387352 0.13278954 0.13042639 0.12986445 0.12404436 0.12261885
 0.12149191 0.11671581 0.11622102 0.11473029 0.11282824 0.11034522
 0.10638954 0.10393491 0.1033091  0.10103524 0.09812246 0.09746975
 0.09682901 0.09571711 0.09557822 0.09450658 0.09329218 0.09260108
 0.09094683 0.0900266  0.08970393 0.08962581 0.08907244 0.08835195
 0.08654333 0.08539677 0.0838089  0.08354694 0.08338113 0.08195228
 0.08149234 0.08040568 0.08037353 0.07960977 0.07896575 0.07883234
 0.07777236 0.07773566 0.07625721 0.076003   0.07547364 0.07483403
 0.07393385 0.07249057 0.07243115 0.07211209 0.06978937 0.06883933
 0.0687159  0.06864627 0.0679998  0.06645167 0.06550427 0.06516572
 0.06450368 0.06375698 0.06346139 0.06343386 0.062637   0.06218675
 0.06204431 0.061637   0.06122544 0.06075064 0.06044096 0.06023004
 0.06022089 0.06014697 0.05950185 0.05936657 0.05878286 0.05863756
 0.05833681 0.0578597  0.05762221 0.05751149 0.05732038 0.05700357
 0.05676099 0.05639127 0.05531146 0.05454957 0.05433573 0.05424172
 0.05298476 0.05274416 0.05216137 0.0515491  0.05150894 0.05131795
 0.05129012 0.05029947 0.05026477 0.05017177]"
1105179435,[5],"[ 5  2  5  5 21  7 15 19  5  5  5  1 10 17 13 14  9  4  9 23 10  8 21 24
  2  5 10 25 28  2  2 22  2 26  9 26  6  5  4  5 27  9 21  9  4  5  0  5
  7  2  9 17  5  2 20  7  2 19 26  9 15 15  5 15  3  1  7 18 22 21 24 22
 21  5  2 23  2  3 26 19 23  7  5 18 16  0 25  0  7 11  6 11 18  8 24 23
 10  4 15]","[0.9165003  0.82766896 0.5883309  0.4441612  0.42468536 0.2988848
 0.29602253 0.24460383 0.22106239 0.20816967 0.20217578 0.1884182
 0.1870039  0.1637559  0.16217725 0.15376484 0.15076843 0.1479837
 0.14706409 0.14640974 0.13982798 0.13670677 0.13437381 0.13364793
 0.13178709 0.12959619 0.11202359 0.11073743 0.1023677  0.10054205
 0.09807462 0.09414671 0.09376688 0.09365881 0.09365001 0.09140339
 0.08948459 0.08911221 0.08393969 0.08273637 0.08084451 0.08059014
 0.08022718 0.07978963 0.0795478  0.07942228 0.07894633 0.07863027
 0.07775952 0.07768466 0.07683465 0.076081   0.07536398 0.07513731
 0.07406673 0.0739443  0.07365624 0.07356241 0.07271209 0.07266914
 0.07160302 0.06979833 0.06919324 0.06893364 0.06502569 0.06444033
 0.06393255 0.0635189  0.0617745  0.06001139 0.05979483 0.0589997
 0.05803759 0.05764232 0.05721559 0.05670524 0.0566982  0.05664938
 0.05542364 0.05535502 0.05532142 0.0550409  0.05461636 0.05449994
 0.05442132 0.05393464 0.05328073 0.05298658 0.05273504 0.0526972
 0.05268543 0.05237348 0.05200926 0.05192221 0.05127954 0.05090643
 0.05073559 0.05063539 0.05022221]",[85 85 85 31 33 62 85 10 10 85 77 84],"[0.98796535 0.27836502 0.21689822 0.16381998 0.11711301 0.08452383
 0.08162275 0.06462429 0.06239221 0.06176301 0.05882654 0.05685414]"
1109374218,[1],"[ 1  2 11  1  2  1  5  7  8  3 25 22  9  5 16  1  5 21  1 18 11 21  2 20
 13  1  6 24  2 22 22 14  1 10  1  7 22  1  4  1  1 25 27  5  1  9 26 17
  1  2  1  1 22  9  1  5 11]","[0.9240492  0.34702247 0.22583397 0.18385845 0.1652075  0.15510209
 0.15447117 0.14628096 0.12960845 0.11521386 0.108968   0.10859516
 0.10649088 0.10310177 0.10309424 0.09392537 0.09252649 0.09245382
 0.09231742 0.0899111  0.08908468 0.08754002 0.08686275 0.08184919
 0.08157341 0.0784082  0.0777115  0.07662077 0.07540631 0.07469019
 0.06950528 0.06940261 0.06917681 0.0688111  0.06579451 0.06348782
 0.06322966 0.06299727 0.06253073 0.06167306 0.06053654 0.06042819
 0.06013067 0.05918805 0.05915011 0.05870596 0.05710521 0.05681925
 0.05666202 0.05562539 0.05449348 0.05359429 0.0528225  0.05268333
 0.05261837 0.05261743 0.05016004]","[ 1  1 35  1 35 28  1  1  1 43 31 31  1 38 39 31  2 28 43 35 28 35 27 32
 10  1 41  1  1 38 44 31 39  3 39 44 27  1 16 11 41 43  1 43 35 19 32  3
 36  3 28 41 40 35 39 35 36  1 44 32 42 38 38 31  3  4 35  3  1  1 32  3
 31  2  1 38 35 35  1 10 43 39  1 35  2 36  3 40 27  3 35 11  1  1  2 77
  1 31  1 37 35 31 90]","[0.6548349  0.28109893 0.24112524 0.22478916 0.1947177  0.18524183
 0.17147268 0.16862206 0.16647746 0.16067511 0.1525674  0.14413351
 0.13514255 0.13332354 0.1313948  0.12810418 0.12396615 0.11655461
 0.11570718 0.11299054 0.1095414  0.10713005 0.10586264 0.1054715
 0.10495003 0.10413794 0.10321924 0.10295337 0.10288936 0.10090446
 0.09960397 0.09873119 0.09740591 0.09567951 0.09561159 0.09077438
 0.09061518 0.08978143 0.08845488 0.0874207  0.08730007 0.08726791
 0.08713815 0.08627847 0.08591083 0.08525512 0.08489715 0.08467424
 0.0843745  0.07928444 0.07887778 0.07850337 0.0778315  0.07769247
 0.07569902 0.07522383 0.07472338 0.07356141 0.07332142 0.07291133
 0.06996445 0.06964845 0.0695658  0.06940684 0.06867462 0.06829762
 0.06758273 0.06747187 0.06665427 0.06620052 0.06501897 0.06492825
 0.06435543 0.06425644 0.0639429  0.06390401 0.0637912  0.06364468
 0.06283581 0.06269663 0.06257142 0.06237277 0.06227161 0.06201126
 0.06167531 0.06131011 0.06074086 0.06013899 0.0599583  0.05981557
 0.05932155 0.05910429 0.05897143 0.05873223 0.05856152 0.05825869
 0.0572222  0.0563852  0.05524168 0.05434752 0.05166367 0.05133603
 0.05120826]"
1110165851,[11],"[ 2 13  3 11 15  2  5 23  2 18 10  5  9  7  1  1 24 26 16 25  8 19 12 21
  9 10  9  3 11 14  2 12  5  2  8 13  4 26 23  9  2 15 16 10 22 19  0 17
 13  1  7 14 11 15 17  5 22 26  2 10  2 13 23  9  5 25 14  4  2 22  8 14
 21  8  9  9 21  2  0 24 14  2  4 15  9 15 23 28  2  7  9 10 21 19  2  4
  5 21 11]","[0.5848585  0.4052011  0.36027095 0.358511   0.34610498 0.2441569
 0.20010802 0.17336713 0.16984592 0.1691216  0.1677192  0.15051857
 0.14201859 0.14175081 0.13235922 0.12942962 0.12897506 0.12725116
 0.1262938  0.11159012 0.11045977 0.10918977 0.10854094 0.10784592
 0.10340685 0.10073676 0.10037863 0.09347555 0.09081334 0.08912939
 0.08883063 0.08559344 0.08314683 0.08284291 0.08233571 0.08195805
 0.08150104 0.08020651 0.07988978 0.07975309 0.07942622 0.07822852
 0.07627613 0.07405527 0.07290456 0.07047977 0.06880654 0.06826143
 0.06751505 0.06712542 0.06606444 0.06531513 0.06461301 0.06388377
 0.06374492 0.06349294 0.06335799 0.06266733 0.06174523 0.06104301
 0.06069073 0.06051325 0.06032792 0.06028216 0.0598731  0.05979464
 0.05968653 0.05926273 0.05824802 0.05808672 0.05777096 0.0577004
 0.0572854  0.05673011 0.05609502 0.05591535 0.05587374 0.05566434
 0.05541112 0.05519895 0.05487164 0.05472494 0.05354703 0.05300313
 0.05276649 0.05246102 0.05241086 0.05186998 0.05184152 0.05168962
 0.05087316 0.05065405 0.05052574 0.05040908 0.05035087 0.05026454
 0.05014354 0.05005731 0.05005345]","[18 64 84 86 51 84 65 67 77 84 31 84 86 67 64 61 64 65 61 70 84 65 64 84
 28 18 47 84 85 81 75 28 28 84 84 62 67 13 31 84 86 64 33 63 63 65 28  1
 84 67 65 84 65 84 53 84 65 72 15 86 62 84 18 64 84 62 31 63 67 44 82 15
 64 64 63 62 84 44 65 65 84 47 15 47 44 62 62  1 32 86  9 15 67 31 73 82
 64]","[0.97692716 0.44745705 0.33303818 0.29645097 0.28537634 0.2823779
 0.22120622 0.21069899 0.20035823 0.17513983 0.1632455  0.15569772
 0.15424597 0.13666074 0.13067825 0.13050784 0.12641765 0.12586115
 0.12093479 0.12076671 0.1165389  0.11501759 0.11461102 0.11433767
 0.11418302 0.11350859 0.11319138 0.11196364 0.10918917 0.10746874
 0.10401778 0.10311943 0.10236958 0.10215159 0.10158566 0.10149446
 0.10058565 0.09722052 0.09607188 0.09249454 0.09105801 0.09012196
 0.08930613 0.08914747 0.08665012 0.08621169 0.08062044 0.08034419
 0.07915725 0.07736994 0.07624696 0.07601152 0.07349031 0.07345156
 0.07257607 0.06904817 0.06767397 0.06706061 0.06594884 0.06523057
 0.06512122 0.064432   0.06433153 0.06381857 0.06357478 0.06343915
 0.06332602 0.06291749 0.06257246 0.06250599 0.06182411 0.06178968
 0.06051659 0.06014944 0.06008085 0.05976018 0.05972245 0.05895864
 0.05891446 0.05839407 0.05835877 0.0573865  0.0557842  0.05552504
 0.05518933 0.05517024 0.05472334 0.05433607 0.05368983 0.05348035
 0.05258166 0.05216281 0.05117253 0.05099823 0.05021644 0.05017261
 0.05013737]"
1110688032,[7],"[ 2  5 22  9  7 10 15 21  4 19 18 23 14  8 26  2  5 11  1  3 20  8 24 13
 15 17 25  6 23  5 25 27 12 22 26  9]","[0.69505763 0.51359487 0.4372874  0.32684907 0.1927726  0.18335113
 0.17321731 0.16649659 0.14620747 0.14013714 0.13133419 0.12111973
 0.12057013 0.11051203 0.10964354 0.10733341 0.09897003 0.09345445
 0.08797856 0.08675005 0.08255656 0.07937711 0.07831927 0.07630745
 0.07481635 0.06991787 0.06716373 0.06673626 0.06137409 0.06116201
 0.05642965 0.05341812 0.05225846 0.05134783 0.05133601 0.05025341]","[47 85 77 80 14 34 89 44 72 78 75 10 37 31 13 73 67 84 70 85 90 82 51 85
 51 13 33 13 74 86 55 50]","[0.5774325  0.29488105 0.2541585  0.22833315 0.21667023 0.17614615
 0.17613566 0.14065287 0.11498649 0.11054202 0.09329193 0.09280363
 0.09043895 0.08695818 0.08561265 0.08244918 0.07905328 0.07668354
 0.06803079 0.06218425 0.06173332 0.06030047 0.0598574  0.05946996
 0.05923597 0.05827214 0.0573791  0.05606759 0.05554195 0.05438214
 0.05124901 0.0500977 ]"
1110760803,[1],"[ 1  1  7  1 22  2  5 11  2 18 21 24  9  1 20 11  9  1  2  1 18  1  1 24
  8  8  6  1  1  1  6  5  1  1  3 22  2  5 25 28 21]","[0.8292546  0.6024538  0.18923983 0.18075219 0.16199557 0.14317371
 0.14292602 0.13972172 0.12229735 0.10476836 0.10441606 0.10152604
 0.09980561 0.09332856 0.07935627 0.07423063 0.07351643 0.07301554
 0.07183132 0.07059722 0.0683452  0.0675466  0.06636481 0.06594479
 0.0648561  0.06310925 0.06189549 0.06128944 0.06065034 0.05853938
 0.05711298 0.05708455 0.05690846 0.05537009 0.05406217 0.0538306
 0.05371363 0.05302403 0.05252298 0.05050011 0.05032507]","[ 1 32  1 88 32 77 90 31 44 32 27  1  1  1  1  1  1 32 32 31 32 84  1 39
 32 32  1 32 67 77 85 43 90  1 62 31  1 87 32]","[0.9760933  0.2729788  0.24920118 0.16940068 0.12452497 0.12369175
 0.10095235 0.0953514  0.09254371 0.08642519 0.08571074 0.08340291
 0.0741514  0.07388609 0.07382957 0.07325114 0.07184771 0.0712553
 0.07042551 0.06910693 0.06806377 0.06603008 0.06430233 0.06216498
 0.06075397 0.0607225  0.06001737 0.05962742 0.0588592  0.05766533
 0.05670489 0.05608259 0.05451355 0.05366121 0.05240195 0.05211768
 0.05197419 0.05065055 0.05006557]"
1110886272,[1 1 1],"[ 1  1 11  1  2  2  8  1 22  5 11  9  1 24  1  1  1  1 13  3 22  1  4  7
  9 14 18 21  8  7  1  5 11  2 23  1 17  1 25 11 10  2 28  1  7  1  8  1
  5 21 22  2  4  1 21  1  1 15  5  1  1  1 18 10 14 13 10  4  5  5 24  7
 25  1 24  1  1  7  5  1  2  1 22 20 18  1  7  6  3 13  1  1  2 22  1  1
 22 26  1 22  8  5  1  6]","[0.90647906 0.89568156 0.38514164 0.31725425 0.30823457 0.29556492
 0.2835922  0.2677286  0.25195363 0.22265181 0.16227756 0.15803596
 0.13684815 0.13553223 0.13346322 0.13198453 0.12906045 0.11998738
 0.1198136  0.11661114 0.11469108 0.11380023 0.10484824 0.10297601
 0.10294499 0.10247126 0.10200801 0.10192105 0.10050339 0.10027124
 0.09970789 0.09787502 0.09763093 0.09667042 0.09278487 0.09196806
 0.08941434 0.08931441 0.08740587 0.08496198 0.08452433 0.08370502
 0.08128057 0.08080057 0.08069941 0.07917015 0.0787303  0.07400146
 0.07364723 0.07237991 0.07216842 0.07161704 0.07014605 0.06935678
 0.06879222 0.0683902  0.06810225 0.06765707 0.06587942 0.06545089
 0.06541365 0.06537179 0.06462051 0.06447972 0.06428796 0.06367184
 0.06363013 0.06352812 0.06293358 0.06247039 0.06066587 0.06050987
 0.06024804 0.06024407 0.05983471 0.05973246 0.05968991 0.05864745
 0.05854174 0.05792472 0.05779624 0.05765217 0.05713429 0.05703721
 0.05698826 0.05619738 0.05590748 0.05581141 0.05557554 0.05437172
 0.05391961 0.05372319 0.05331283 0.05321574 0.05315436 0.0522662
 0.05225772 0.05124827 0.05107132 0.0510572  0.05097743 0.05091626
 0.05033448 0.05003322]","[ 1 32  1 32 40  1  1 32 47 61 24 70 32 88 32 27  1 31 24  1 22  1  1 32
  1 88  1 88 24 32  1 32  1  1 65  1  1 24 46 32 75 32 86 18  1 47 51  1
 88 34 17 86 82 43 62  1 32 32  1  1 52  1 24 32 75 13 32  1 87 67  1 60
 47  1 18 75 63  1  1 32 31 32 32  1 54 67 88 67 32 32 60  1 88 55 70 61
 52 16 46  1 34 37 77 86 90 75  8 77 25 63 18 82  1 75  1 16  1 40 44  1
  1 44 55 75 17 32 77  1 75 58 18  1 44 88 13 90  1  1 28 47 60 16  1 18
 19 17  1  1 40 75 25 32 32  1 32 77  1 16 32 50  3 65  1 20 54 57  1  3
 19 88 32 28 43  1 75 62 28 16 75  1 32 77 77 58 39 39 19 85 32 34 32 82
 54 14 33 84 37  1 19 43 79 16 89 75 62 60 70 31 32 89 40 25 44  1 40]","[0.7399643  0.6281934  0.5260627  0.45819047 0.33327204 0.26482362
 0.2530751  0.24578291 0.2450353  0.2327589  0.22942054 0.2232336
 0.21354483 0.20550215 0.20036784 0.19453874 0.1826216  0.17869233
 0.1710349  0.16133456 0.16079351 0.16028567 0.1560027  0.15550198
 0.15111822 0.1430976  0.14208487 0.14150941 0.13819084 0.1378683
 0.1341855  0.1321871  0.1315709  0.1269146  0.12682396 0.12551579
 0.12456778 0.12365749 0.12006813 0.11903191 0.11868979 0.11817846
 0.11738647 0.11627236 0.11483549 0.11433738 0.11427209 0.11384362
 0.11212083 0.1118027  0.11167268 0.11103678 0.11092877 0.11024806
 0.10981597 0.10943641 0.10751041 0.10524681 0.10264719 0.10253373
 0.10057337 0.0996437  0.09943983 0.09861437 0.09772768 0.09735773
 0.09624367 0.09611461 0.09596021 0.09575208 0.09200352 0.09140319
 0.09131252 0.0902262  0.09017011 0.08978246 0.0896349  0.08945107
 0.08924348 0.08874453 0.08797979 0.08755609 0.087175   0.0869574
 0.08662028 0.0862907  0.08435485 0.08395491 0.08373281 0.08361249
 0.08301083 0.08259039 0.0824923  0.08218899 0.08173043 0.08159552
 0.08106869 0.08069941 0.07885607 0.07720627 0.07560422 0.0752732
 0.07453416 0.07445763 0.07440587 0.07440328 0.07396346 0.07390349
 0.07313053 0.07187202 0.07161035 0.07146801 0.07124482 0.07114684
 0.07079069 0.0706889  0.06964019 0.06954509 0.0693275  0.06906947
 0.06881064 0.06875645 0.0684106  0.06769513 0.06744202 0.06696055
 0.06672332 0.06581605 0.06558608 0.06558409 0.06548578 0.06542943
 0.06512936 0.06491652 0.06479244 0.06421144 0.06391184 0.06389253
 0.06378043 0.06375238 0.06365822 0.06354334 0.06342852 0.06328486
 0.06327891 0.06316878 0.06314638 0.06282344 0.06255629 0.06189216
 0.06162859 0.0614823  0.06098972 0.06095282 0.06084552 0.06078367
 0.06058997 0.06034658 0.06019746 0.05988228 0.05981682 0.0594422
 0.05928392 0.05922162 0.05907388 0.05897082 0.05885422 0.05882745
 0.05851869 0.05851828 0.05786423 0.05743406 0.05737038 0.05721422
 0.05719385 0.05705936 0.05697725 0.05648549 0.05616617 0.05602323
 0.05601643 0.05596061 0.05586011 0.05577854 0.05551881 0.05512781
 0.05485826 0.05468339 0.05436422 0.05422076 0.05421412 0.05411063
 0.05410691 0.05404153 0.05380814 0.0534247  0.053382   0.05333474
 0.05331958 0.05310224 0.05283196 0.05260045 0.05209321 0.05201527
 0.05186061 0.05173168 0.05149616 0.05108283 0.05092365 0.05092246
 0.05087769 0.05073868 0.05053253 0.05035871 0.05006391]"
1112142945,[4],[15 22 14 10  9 26  2 14 17 10 11  4  2 12 22],"[0.14542864 0.1442164  0.12553282 0.11866313 0.11574458 0.10988371
 0.09995389 0.08412867 0.07374693 0.06682388 0.06552457 0.06356812
 0.06276792 0.05555306 0.05116665]",[33 31 27 41 14 33 31 62 31 52 15 41 65 84 36 61 31],"[0.60892075 0.49908295 0.23787662 0.15704843 0.13990444 0.11671602
 0.10277804 0.0922346  0.06943009 0.06803696 0.06163963 0.06097651
 0.0581988  0.05716481 0.05670742 0.05315816 0.05138484]"
1114428805,[10],"[10 19 10 21 15 15  2 14 10 10 22 10 10  2 19 17  9  9 22  9  8 15 21 22
 15 11 26 10 17  2 28 15 10]","[0.4103432  0.3382584  0.31934965 0.2417312  0.13253461 0.1289349
 0.12750545 0.11480886 0.11020077 0.10759923 0.09788481 0.0781723
 0.07795361 0.07791959 0.07533338 0.06969839 0.06927191 0.06924827
 0.06922732 0.06894208 0.06681398 0.06416429 0.06210446 0.06107079
 0.0571247  0.05586162 0.05477041 0.05411347 0.05372309 0.05302525
 0.05227369 0.05185611 0.05166442]","[63 81 63 13 15 62 34 10  6 63 65 62 85 67 81 13 37 65 63 13 10 17 10 62
 15 10 13 51 37 37  7  3  1 85 90 10 62 14 51  8 62 55 28 50 44 67 70 63]","[0.47537833 0.3911781  0.27836323 0.23501636 0.22433461 0.21987113
 0.20170982 0.18916829 0.18860401 0.16344236 0.15802369 0.15720747
 0.14661482 0.1464147  0.14080766 0.13730878 0.13681345 0.1334559
 0.12061282 0.11514887 0.10873748 0.10133663 0.10114647 0.09585366
 0.08782654 0.08758889 0.08473749 0.07827933 0.07508616 0.07128032
 0.07097299 0.07072282 0.06847571 0.06727302 0.06692436 0.06112806
 0.06047879 0.05993813 0.05885846 0.05356519 0.05322956 0.05261771
 0.05241415 0.05167559 0.05131037 0.05029418 0.05018938 0.05002535]"
1115098894,[1],"[ 1  1  1  2  1  1 22 11  8 25  1  1  6  9  1  1 20  1  1 21  2 28  5  2
  1  6 10 24  2 17  1 11  8  2  7  5  5  1  5  1 22 13  1 14 22 26  3 21
 23 14  1  1  2 15 11  3  1  7 21  1  1  2 18 10  1 21  1 19  2  2  2  1
 11 21  9  5 22]","[0.970821   0.42721233 0.31621638 0.25172803 0.22016071 0.21175794
 0.2062812  0.18781435 0.14547944 0.14095952 0.1347291  0.13435145
 0.12520806 0.1134956  0.10765464 0.10659848 0.10539828 0.10235381
 0.09934808 0.09741502 0.09508029 0.09237299 0.09189021 0.0913832
 0.09053982 0.09053864 0.08936803 0.08932847 0.08911863 0.08829805
 0.08812641 0.08705778 0.08642377 0.08297228 0.08182803 0.0808664
 0.08084671 0.07914849 0.0753884  0.07397863 0.07331611 0.07301123
 0.07193044 0.07069808 0.0676459  0.06703208 0.06656223 0.0662408
 0.06533393 0.06490344 0.06251717 0.06109599 0.06023565 0.05985907
 0.05947792 0.05877724 0.05859998 0.05845214 0.05780513 0.05728087
 0.0563646  0.05510155 0.05430013 0.05378211 0.05316959 0.05280539
 0.05276355 0.05219751 0.05217326 0.05137446 0.05136092 0.05124639
 0.05098126 0.05075163 0.05034459 0.05025204 0.05015016]","[ 1  1  1  1 84  9 73 65 84 65  9  1 67  1 28 42 62 72  1  1 73 44  1  1
  1 77 62 28 61  3 15 72 67 33 82 63  1 90  1 67  1  7 15 41 33  3 16 16
 59]","[0.9642677  0.47896963 0.31915745 0.23123325 0.16180706 0.14068484
 0.12948935 0.12814875 0.11595145 0.11393237 0.11144086 0.10580023
 0.10575947 0.10056195 0.09948687 0.09745508 0.09251171 0.09004842
 0.08829885 0.0846604  0.08442534 0.08399402 0.07986956 0.07872552
 0.07789196 0.07555424 0.0753906  0.07056482 0.06828519 0.06738117
 0.06710973 0.06692649 0.06687858 0.06379706 0.06328063 0.06309055
 0.06282713 0.05819052 0.0581479  0.05725556 0.05550486 0.05387468
 0.05385607 0.05248182 0.05205479 0.05189792 0.05049074 0.05046709
 0.05033572]"
1118367853,[3],"[ 1  2  3 21  5 22 15  1  5  2  5  9 11 26  5  5 11  2 10  6  7  4  7  2
  2  5 24]","[0.20484188 0.19908963 0.18254003 0.14851972 0.14257431 0.14007989
 0.12242275 0.11861953 0.10985061 0.09880109 0.08681586 0.08204959
 0.08146439 0.07964475 0.07889964 0.07720812 0.06863806 0.06816655
 0.06537344 0.06423835 0.05883228 0.05542649 0.05510774 0.05408345
 0.0526537  0.05212405 0.0505533 ]","[ 4  1  1  2  4  4  1 27 88 18  1 41 11 19 43  3 17 18 16 14 27 27  4 18
 62 11 18 37 40]","[0.8249454  0.6090109  0.1674462  0.15198071 0.14827856 0.13527933
 0.10061631 0.09869295 0.08667327 0.08598054 0.07744261 0.07684182
 0.0752248  0.07455239 0.07310873 0.07195198 0.07005938 0.06863221
 0.06797109 0.06714617 0.06567371 0.06422462 0.0618668  0.05854202
 0.05355611 0.0530818  0.0524551  0.05053437 0.05029245]"
